MeasureItem;Month;Year;Category;Country;MeasureItemID;CreationDate;Representativity;ProvidedValue;ProvidedValueCode
Monthly Domestic Values;6;2021;Wind Onshore;PT;B19;12/04/2023 11:27;100;774.8834;
Monthly Domestic Values;7;2021;Wind Onshore;PT;B19;12/04/2023 11:27;100;927.1325;
Monthly Domestic Values;8;2021;Wind Onshore;PT;B19;12/04/2023 11:27;100;691.5354;
Monthly Domestic Values;9;2021;Wind Onshore;PT;B19;12/04/2023 11:27;100;795.0191;
Monthly Domestic Values;10;2021;Wind Onshore;PT;B19;12/04/2023 11:27;100;903.0024;
Monthly Domestic Values;11;2021;Wind Onshore;PT;B19;12/04/2023 11:27;100;1242.1523;
Monthly Domestic Values;12;2021;Wind Onshore;PT;B19;12/04/2023 11:27;100;1849.3261;
Monthly Domestic Values;1;2021;Biomass;RO;B01;12/04/2023 11:27;100;53.076115;
Monthly Domestic Values;2;2021;Biomass;RO;B01;12/04/2023 11:27;100;47.4345675;
Monthly Domestic Values;3;2021;Biomass;RO;B01;12/04/2023 11:27;100;51.79175;
Monthly Domestic Values;4;2021;Biomass;RO;B01;12/04/2023 11:27;100;53.0295;
Monthly Domestic Values;5;2021;Biomass;RO;B01;12/04/2023 11:27;100;52.177;
Monthly Domestic Values;6;2021;Biomass;RO;B01;12/04/2023 11:27;100;45.643765;
Monthly Domestic Values;7;2021;Biomass;RO;B01;12/04/2023 11:27;100;42.100015;
Monthly Domestic Values;8;2021;Biomass;RO;B01;12/04/2023 11:27;100;45.2394475;
Monthly Domestic Values;9;2021;Biomass;RO;B01;12/04/2023 11:27;100;39.568865;
Monthly Domestic Values;10;2021;Biomass;RO;B01;12/04/2023 11:27;100;51.8098325;
Monthly Domestic Values;11;2021;Biomass;RO;B01;12/04/2023 11:27;100;45.3395;
Monthly Domestic Values;12;2021;Biomass;RO;B01;12/04/2023 11:27;100;51.38181;
Monthly Domestic Values;1;2021;Fossil Brown coal/Lignite;RO;B02;12/04/2023 11:27;100;820.6159325;
Monthly Domestic Values;2;2021;Fossil Brown coal/Lignite;RO;B02;12/04/2023 11:27;100;815.09108;
Monthly Domestic Values;3;2021;Fossil Brown coal/Lignite;RO;B02;12/04/2023 11:27;100;777.55375;
Monthly Domestic Values;4;2021;Fossil Brown coal/Lignite;RO;B02;12/04/2023 11:27;100;910.999;
Monthly Domestic Values;5;2021;Fossil Brown coal/Lignite;RO;B02;12/04/2023 11:27;100;763.0245;
Monthly Domestic Values;6;2021;Fossil Brown coal/Lignite;RO;B02;12/04/2023 11:27;100;805.1588875;
Monthly Domestic Values;7;2021;Fossil Brown coal/Lignite;RO;B02;12/04/2023 11:27;100;1012.442243;
Monthly Domestic Values;8;2021;Fossil Brown coal/Lignite;RO;B02;12/04/2023 11:27;100;852.7515425;
Monthly Domestic Values;9;2021;Fossil Brown coal/Lignite;RO;B02;12/04/2023 11:27;100;821.3267725;
Monthly Domestic Values;10;2021;Fossil Brown coal/Lignite;RO;B02;12/04/2023 11:27;100;930.4816225;
Monthly Domestic Values;11;2021;Fossil Brown coal/Lignite;RO;B02;12/04/2023 11:27;100;897.327;
Monthly Domestic Values;12;2021;Fossil Brown coal/Lignite;RO;B02;12/04/2023 11:27;100;854.1458075;
Monthly Domestic Values;1;2021;Fossil Gas;RO;B04;12/04/2023 11:27;100;1140.450403;
Monthly Domestic Values;2;2021;Fossil Gas;RO;B04;12/04/2023 11:27;100;918.6198675;
Monthly Domestic Values;3;2021;Fossil Gas;RO;B04;12/04/2023 11:27;100;983.369;
Monthly Domestic Values;4;2021;Fossil Gas;RO;B04;12/04/2023 11:27;100;617.43575;
Monthly Domestic Values;5;2021;Fossil Gas;RO;B04;12/04/2023 11:27;100;540.912;
Monthly Domestic Values;6;2021;Fossil Gas;RO;B04;12/04/2023 11:27;100;680.4991175;
Monthly Domestic Values;7;2021;Fossil Gas;RO;B04;12/04/2023 11:27;100;837.21407;
Monthly Domestic Values;8;2021;Fossil Gas;RO;B04;12/04/2023 11:27;100;804.0746425;
Monthly Domestic Values;9;2021;Fossil Gas;RO;B04;12/04/2023 11:27;100;790.835335;
Monthly Domestic Values;10;2021;Fossil Gas;RO;B04;12/04/2023 11:27;100;902.843225;
Monthly Domestic Values;11;2021;Fossil Gas;RO;B04;12/04/2023 11:27;100;1092.9835;
Monthly Domestic Values;12;2021;Fossil Gas;RO;B04;12/04/2023 11:27;100;1205.947663;
Monthly Domestic Values;1;2021;Fossil Hard coal;RO;B05;12/04/2023 11:27;100;80.3432425;
Monthly Domestic Values;2;2021;Fossil Hard coal;RO;B05;12/04/2023 11:27;100;60.7681975;
Monthly Domestic Values;3;2021;Fossil Hard coal;RO;B05;12/04/2023 11:27;100;70.99125;
Monthly Domestic Values;4;2021;Fossil Hard coal;RO;B05;12/04/2023 11:27;100;71.601;
Monthly Domestic Values;5;2021;Fossil Hard coal;RO;B05;12/04/2023 11:27;100;23.1155;
Monthly Domestic Values;6;2021;Fossil Hard coal;RO;B05;12/04/2023 11:27;100;21.7782;
Monthly Domestic Values;7;2021;Fossil Hard coal;RO;B05;12/04/2023 11:27;100;19.116;
Monthly Domestic Values;8;2021;Fossil Hard coal;RO;B05;12/04/2023 11:27;100;16.9725;
Monthly Domestic Values;9;2021;Fossil Hard coal;RO;B05;12/04/2023 11:27;100;29.9590375;
Monthly Domestic Values;10;2021;Fossil Hard coal;RO;B05;12/04/2023 11:27;100;29.0677875;
Monthly Domestic Values;11;2021;Fossil Hard coal;RO;B05;12/04/2023 11:27;100;26.00375;
Monthly Domestic Values;12;2021;Fossil Hard coal;RO;B05;12/04/2023 11:27;100;44.488915;
Monthly Domestic Values;1;2021;Hydro Run-of-river and poundage;RO;B11;12/04/2023 11:27;100;1147.704523;
Monthly Domestic Values;2;2021;Hydro Run-of-river and poundage;RO;B11;12/04/2023 11:27;100;1076.793825;
Monthly Domestic Values;3;2021;Hydro Run-of-river and poundage;RO;B11;12/04/2023 11:27;100;1068.45175;
Monthly Domestic Values;4;2021;Hydro Run-of-river and poundage;RO;B11;12/04/2023 11:27;100;1206.802;
Monthly Domestic Values;5;2021;Hydro Run-of-river and poundage;RO;B11;12/04/2023 11:27;100;1307.63675;
Monthly Domestic Values;6;2021;Hydro Run-of-river and poundage;RO;B11;12/04/2023 11:27;100;1279.316685;
Monthly Domestic Values;7;2021;Hydro Run-of-river and poundage;RO;B11;12/04/2023 11:27;100;934.5992075;
Monthly Domestic Values;8;2021;Hydro Run-of-river and poundage;RO;B11;12/04/2023 11:27;100;690.0497375;
Monthly Domestic Values;9;2021;Hydro Run-of-river and poundage;RO;B11;12/04/2023 11:27;100;584.39168;
Monthly Domestic Values;10;2021;Hydro Run-of-river and poundage;RO;B11;12/04/2023 11:27;100;528.81839;
Monthly Domestic Values;11;2021;Hydro Run-of-river and poundage;RO;B11;12/04/2023 11:27;100;543.9535;
Monthly Domestic Values;12;2021;Hydro Run-of-river and poundage;RO;B11;12/04/2023 11:27;100;863.259935;
Monthly Domestic Values;1;2021;Hydro Water Reservoir;RO;B12;12/04/2023 11:27;100;506.5384825;
Monthly Domestic Values;2;2021;Hydro Water Reservoir;RO;B12;12/04/2023 11:27;100;475.4395525;
Monthly Domestic Values;3;2021;Hydro Water Reservoir;RO;B12;12/04/2023 11:27;100;378.25175;
Monthly Domestic Values;4;2021;Hydro Water Reservoir;RO;B12;12/04/2023 11:27;100;424.61475;
Monthly Domestic Values;5;2021;Hydro Water Reservoir;RO;B12;12/04/2023 11:27;100;891.70775;
Monthly Domestic Values;6;2021;Hydro Water Reservoir;RO;B12;12/04/2023 11:27;100;771.9267425;
Monthly Domestic Values;7;2021;Hydro Water Reservoir;RO;B12;12/04/2023 11:27;100;567.69988;
Monthly Domestic Values;8;2021;Hydro Water Reservoir;RO;B12;12/04/2023 11:27;100;400.1957175;
Monthly Domestic Values;9;2021;Hydro Water Reservoir;RO;B12;12/04/2023 11:27;100;385.087585;
Monthly Domestic Values;10;2021;Hydro Water Reservoir;RO;B12;12/04/2023 11:27;100;412.3603825;
Monthly Domestic Values;11;2021;Hydro Water Reservoir;RO;B12;12/04/2023 11:27;100;361.743;
Monthly Domestic Values;12;2021;Hydro Water Reservoir;RO;B12;12/04/2023 11:27;100;317.514765;
Monthly Domestic Values;1;2021;Nuclear;RO;B14;12/04/2023 11:27;100;924.4507025;
Monthly Domestic Values;2;2021;Nuclear;RO;B14;12/04/2023 11:27;100;883.939765;
Monthly Domestic Values;3;2021;Nuclear;RO;B14;12/04/2023 11:27;100;966.33675;
Monthly Domestic Values;4;2021;Nuclear;RO;B14;12/04/2023 11:27;100;1002.5645;
Monthly Domestic Values;5;2021;Nuclear;RO;B14;12/04/2023 11:27;100;663.1045;
Monthly Domestic Values;6;2021;Nuclear;RO;B14;12/04/2023 11:27;100;748.103395;
Monthly Domestic Values;7;2021;Nuclear;RO;B14;12/04/2023 11:27;100;920.485845;
Monthly Domestic Values;8;2021;Nuclear;RO;B14;12/04/2023 11:27;100;974.3022725;
Monthly Domestic Values;9;2021;Nuclear;RO;B14;12/04/2023 11:27;100;971.734625;
Monthly Domestic Values;10;2021;Nuclear;RO;B14;12/04/2023 11:27;100;1002.71634;
Monthly Domestic Values;11;2021;Nuclear;RO;B14;12/04/2023 11:27;100;1007.42725;
Monthly Domestic Values;12;2021;Nuclear;RO;B14;12/04/2023 11:27;100;1024.519373;
Monthly Domestic Values;1;2021;Solar;RO;B16;12/04/2023 11:27;100;41.92411;
Monthly Domestic Values;2;2021;Solar;RO;B16;12/04/2023 11:27;100;65.36774;
Monthly Domestic Values;3;2021;Solar;RO;B16;12/04/2023 11:27;100;109.819;
Monthly Domestic Values;4;2021;Solar;RO;B16;12/04/2023 11:27;100;128.924;
Monthly Domestic Values;5;2021;Solar;RO;B16;12/04/2023 11:27;100;159.09925;
Monthly Domestic Values;6;2021;Solar;RO;B16;12/04/2023 11:27;100;148.70715;
Monthly Domestic Values;7;2021;Solar;RO;B16;12/04/2023 11:27;100;165.1056225;
Monthly Domestic Values;8;2021;Solar;RO;B16;12/04/2023 11:27;100;148.2127275;
Monthly Domestic Values;9;2021;Solar;RO;B16;12/04/2023 11:27;100;121.5464675;
Monthly Domestic Values;10;2021;Solar;RO;B16;12/04/2023 11:27;100;96.11426;
Monthly Domestic Values;11;2021;Solar;RO;B16;12/04/2023 11:27;100;60.84675;
Monthly Domestic Values;12;2021;Solar;RO;B16;12/04/2023 11:27;100;27.96985;
Monthly Domestic Values;1;2021;Wind Onshore;RO;B19;12/04/2023 11:27;100;802.255765;
Monthly Domestic Values;2;2021;Wind Onshore;RO;B19;12/04/2023 11:27;100;481.789645;
Monthly Domestic Values;3;2021;Wind Onshore;RO;B19;12/04/2023 11:27;100;669.536;
Monthly Domestic Values;4;2021;Wind Onshore;RO;B19;12/04/2023 11:27;100;409.88725;
Monthly Domestic Values;5;2021;Wind Onshore;RO;B19;12/04/2023 11:27;100;514.92175;
Monthly Domestic Values;6;2021;Wind Onshore;RO;B19;12/04/2023 11:27;100;442.33802;
Monthly Domestic Values;7;2021;Wind Onshore;RO;B19;12/04/2023 11:27;100;353.0295525;
Monthly Domestic Values;8;2021;Wind Onshore;RO;B19;12/04/2023 11:27;100;325.4013425;
Monthly Domestic Values;9;2021;Wind Onshore;RO;B19;12/04/2023 11:27;100;436.8398825;
Monthly Domestic Values;10;2021;Wind Onshore;RO;B19;12/04/2023 11:27;100;569.74865;
Monthly Domestic Values;11;2021;Wind Onshore;RO;B19;12/04/2023 11:27;100;538.27575;
Monthly Domestic Values;12;2021;Wind Onshore;RO;B19;12/04/2023 11:27;100;865.4155325;
Monthly Domestic Values;1;2021;Biomass;RS;B01;12/04/2023 11:27;100;20.088;
Monthly Domestic Values;2;2021;Biomass;RS;B01;12/04/2023 11:27;100;18.144;
Monthly Domestic Values;3;2021;Biomass;RS;B01;12/04/2023 11:27;100;20.088;
Monthly Domestic Values;4;2021;Biomass;RS;B01;12/04/2023 11:27;100;19.484;
Monthly Domestic Values;5;2021;Biomass;RS;B01;12/04/2023 11:27;100;20.142;
Monthly Domestic Values;6;2021;Biomass;RS;B01;12/04/2023 11:27;100;38.88;
Monthly Domestic Values;7;2021;Biomass;RS;B01;12/04/2023 11:27;100;20.669;
Monthly Domestic Values;8;2021;Biomass;RS;B01;12/04/2023 11:27;100;20.088;
Monthly Domestic Values;9;2021;Biomass;RS;B01;12/04/2023 11:27;100;19.44;
Monthly Domestic Values;10;2021;Biomass;RS;B01;12/04/2023 11:27;100;20.183;
Monthly Domestic Values;11;2021;Biomass;RS;B01;12/04/2023 11:27;100;19.44;
Monthly Domestic Values;12;2021;Biomass;RS;B01;12/04/2023 11:27;100;20.088;
Monthly Domestic Values;1;2021;Fossil Brown coal/Lignite;RS;B02;12/04/2023 11:27;100;2229.511;
Monthly Domestic Values;2;2021;Fossil Brown coal/Lignite;RS;B02;12/04/2023 11:27;100;2047.37;
Monthly Domestic Values;3;2021;Fossil Brown coal/Lignite;RS;B02;12/04/2023 11:27;100;2279.492;
Monthly Domestic Values;4;2021;Fossil Brown coal/Lignite;RS;B02;12/04/2023 11:27;100;1697.469;
Monthly Domestic Values;5;2021;Fossil Brown coal/Lignite;RS;B02;12/04/2023 11:27;100;1303.709;
Monthly Domestic Values;6;2021;Fossil Brown coal/Lignite;RS;B02;12/04/2023 11:27;100;1403.295;
Monthly Domestic Values;7;2021;Fossil Brown coal/Lignite;RS;B02;12/04/2023 11:27;100;1741.863;
Monthly Domestic Values;8;2021;Fossil Brown coal/Lignite;RS;B02;12/04/2023 11:27;100;1727.955;
Monthly Domestic Values;9;2021;Fossil Brown coal/Lignite;RS;B02;12/04/2023 11:27;100;1671.594;
Monthly Domestic Values;10;2021;Fossil Brown coal/Lignite;RS;B02;12/04/2023 11:27;100;1927;
Monthly Domestic Values;11;2021;Fossil Brown coal/Lignite;RS;B02;12/04/2023 11:27;100;1759.146;
Monthly Domestic Values;12;2021;Fossil Brown coal/Lignite;RS;B02;12/04/2023 11:27;100;1808.859;
Monthly Domestic Values;1;2021;Fossil Gas;RS;B04;12/04/2023 11:27;100;0.744;
Monthly Domestic Values;2;2021;Fossil Gas;RS;B04;12/04/2023 11:27;100;0.672;
Monthly Domestic Values;3;2021;Fossil Gas;RS;B04;12/04/2023 11:27;100;0.744;
Monthly Domestic Values;4;2021;Fossil Gas;RS;B04;12/04/2023 11:27;100;0.72;
Monthly Domestic Values;5;2021;Fossil Gas;RS;B04;12/04/2023 11:27;100;0.746;
Monthly Domestic Values;6;2021;Fossil Gas;RS;B04;12/04/2023 11:27;100;1.44;
Monthly Domestic Values;7;2021;Fossil Gas;RS;B04;12/04/2023 11:27;100;2.579;
Monthly Domestic Values;8;2021;Fossil Gas;RS;B04;12/04/2023 11:27;100;0.744;
Monthly Domestic Values;9;2021;Fossil Gas;RS;B04;12/04/2023 11:27;100;0.72;
Monthly Domestic Values;10;2021;Fossil Gas;RS;B04;12/04/2023 11:27;100;5.519;
Monthly Domestic Values;11;2021;Fossil Gas;RS;B04;12/04/2023 11:27;100;0.72;
Monthly Domestic Values;12;2021;Fossil Gas;RS;B04;12/04/2023 11:27;100;3.135;
Monthly Domestic Values;1;2021;Hydro Pumped Storage;RS;B10;12/04/2023 11:27;100;77.528;
Monthly Domestic Values;2;2021;Hydro Pumped Storage;RS;B10;12/04/2023 11:27;100;90.646;
Monthly Domestic Values;3;2021;Hydro Pumped Storage;RS;B10;12/04/2023 11:27;100;50.96;
Monthly Domestic Values;4;2021;Hydro Pumped Storage;RS;B10;12/04/2023 11:27;100;54.438;
Monthly Domestic Values;5;2021;Hydro Pumped Storage;RS;B10;12/04/2023 11:27;100;30.387;
Monthly Domestic Values;6;2021;Hydro Pumped Storage;RS;B10;12/04/2023 11:27;100;43.37;
Monthly Domestic Values;7;2021;Hydro Pumped Storage;RS;B10;12/04/2023 11:27;100;38.482;
Monthly Domestic Values;8;2021;Hydro Pumped Storage;RS;B10;12/04/2023 11:27;100;41.054;
Monthly Domestic Values;9;2021;Hydro Pumped Storage;RS;B10;12/04/2023 11:27;100;78.146;
Monthly Domestic Values;10;2021;Hydro Pumped Storage;RS;B10;12/04/2023 11:27;100;69.486;
Monthly Domestic Values;11;2021;Hydro Pumped Storage;RS;B10;12/04/2023 11:27;100;75.213;
Monthly Domestic Values;12;2021;Hydro Pumped Storage;RS;B10;12/04/2023 11:27;100;49.47;
Monthly Domestic Values;1;2021;Hydro Run-of-river and poundage;RS;B11;12/04/2023 11:27;100;1152.955;
Monthly Domestic Values;2;2021;Hydro Run-of-river and poundage;RS;B11;12/04/2023 11:27;100;1153.229;
Monthly Domestic Values;3;2021;Hydro Run-of-river and poundage;RS;B11;12/04/2023 11:27;100;998.74;
Monthly Domestic Values;4;2021;Hydro Run-of-river and poundage;RS;B11;12/04/2023 11:27;100;997.168;
Monthly Domestic Values;5;2021;Hydro Run-of-river and poundage;RS;B11;12/04/2023 11:27;100;1092.141;
Monthly Domestic Values;6;2021;Hydro Run-of-river and poundage;RS;B11;12/04/2023 11:27;100;856.42;
Monthly Domestic Values;7;2021;Hydro Run-of-river and poundage;RS;B11;12/04/2023 11:27;100;679.889;
Monthly Domestic Values;8;2021;Hydro Run-of-river and poundage;RS;B11;12/04/2023 11:27;100;592.228;
Monthly Domestic Values;9;2021;Hydro Run-of-river and poundage;RS;B11;12/04/2023 11:27;100;483.606;
Monthly Domestic Values;10;2021;Hydro Run-of-river and poundage;RS;B11;12/04/2023 11:27;100;439.097;
Monthly Domestic Values;11;2021;Hydro Run-of-river and poundage;RS;B11;12/04/2023 11:27;100;567.094;
Monthly Domestic Values;12;2021;Hydro Run-of-river and poundage;RS;B11;12/04/2023 11:27;100;930.857;
Monthly Domestic Values;1;2021;Hydro Water Reservoir;RS;B12;12/04/2023 11:27;100;85.125;
Monthly Domestic Values;2;2021;Hydro Water Reservoir;RS;B12;12/04/2023 11:27;100;130.283;
Monthly Domestic Values;3;2021;Hydro Water Reservoir;RS;B12;12/04/2023 11:27;100;148.499;
Monthly Domestic Values;4;2021;Hydro Water Reservoir;RS;B12;12/04/2023 11:27;100;172.388;
Monthly Domestic Values;5;2021;Hydro Water Reservoir;RS;B12;12/04/2023 11:27;100;97.862;
Monthly Domestic Values;6;2021;Hydro Water Reservoir;RS;B12;12/04/2023 11:27;100;96.084;
Monthly Domestic Values;7;2021;Hydro Water Reservoir;RS;B12;12/04/2023 11:27;100;95.092;
Monthly Domestic Values;8;2021;Hydro Water Reservoir;RS;B12;12/04/2023 11:27;100;56.738;
Monthly Domestic Values;9;2021;Hydro Water Reservoir;RS;B12;12/04/2023 11:27;100;62.837;
Monthly Domestic Values;10;2021;Hydro Water Reservoir;RS;B12;12/04/2023 11:27;100;74.736;
Monthly Domestic Values;11;2021;Hydro Water Reservoir;RS;B12;12/04/2023 11:27;100;106.463;
Monthly Domestic Values;12;2021;Hydro Water Reservoir;RS;B12;12/04/2023 11:27;100;110.291;
Monthly Domestic Values;1;2021;Other;RS;B20;12/04/2023 11:27;100;83.821;
Monthly Domestic Values;2;2021;Other;RS;B20;12/04/2023 11:27;100;70.536;
Monthly Domestic Values;3;2021;Other;RS;B20;12/04/2023 11:27;100;67.241;
Monthly Domestic Values;4;2021;Other;RS;B20;12/04/2023 11:27;100;14.563;
Monthly Domestic Values;5;2021;Other;RS;B20;12/04/2023 11:27;100;14.92;
Monthly Domestic Values;6;2021;Other;RS;B20;12/04/2023 11:27;100;27.84;
Monthly Domestic Values;7;2021;Other;RS;B20;12/04/2023 11:27;100;49.518;
Monthly Domestic Values;8;2021;Other;RS;B20;12/04/2023 11:27;100;75.502;
Monthly Domestic Values;9;2021;Other;RS;B20;12/04/2023 11:27;100;81.156;
Monthly Domestic Values;10;2021;Other;RS;B20;12/04/2023 11:27;100;105.083;
Monthly Domestic Values;11;2021;Other;RS;B20;12/04/2023 11:27;100;139.798;
Monthly Domestic Values;12;2021;Other;RS;B20;12/04/2023 11:27;100;80.508;
Monthly Domestic Values;1;2021;Hydro Water Reservoir;SE;B12;12/04/2023 11:27;100;8167.797;
Monthly Domestic Values;2;2021;Hydro Water Reservoir;SE;B12;12/04/2023 11:27;100;6918.578;
Monthly Domestic Values;3;2021;Hydro Water Reservoir;SE;B12;12/04/2023 11:27;100;6387.127;
Monthly Domestic Values;4;2021;Hydro Water Reservoir;SE;B12;12/04/2023 11:27;100;5882.945;
Monthly Domestic Values;5;2021;Hydro Water Reservoir;SE;B12;12/04/2023 11:27;100;6305.041;
Monthly Domestic Values;6;2021;Hydro Water Reservoir;SE;B12;12/04/2023 11:27;100;5402.335;
Monthly Domestic Values;7;2021;Hydro Water Reservoir;SE;B12;12/04/2023 11:27;100;5496.199;
Monthly Domestic Values;8;2021;Hydro Water Reservoir;SE;B12;12/04/2023 11:27;100;5518.405;
Monthly Domestic Values;9;2021;Hydro Water Reservoir;SE;B12;12/04/2023 11:27;100;5043.348;
Monthly Domestic Values;10;2021;Hydro Water Reservoir;SE;B12;12/04/2023 11:27;100;5409.08;
Monthly Domestic Values;11;2021;Hydro Water Reservoir;SE;B12;12/04/2023 11:27;100;6305.744;
Monthly Domestic Values;12;2021;Hydro Water Reservoir;SE;B12;12/04/2023 11:27;100;7363.3088;
Monthly Domestic Values;1;2021;Nuclear;SE;B14;12/04/2023 11:27;100;5038.583;
Monthly Domestic Values;2;2021;Nuclear;SE;B14;12/04/2023 11:27;100;4681.793;
Monthly Domestic Values;3;2021;Nuclear;SE;B14;12/04/2023 11:27;100;5087.565;
Monthly Domestic Values;4;2021;Nuclear;SE;B14;12/04/2023 11:27;100;4969.339;
Monthly Domestic Values;5;2021;Nuclear;SE;B14;12/04/2023 11:27;100;3801.962;
Monthly Domestic Values;6;2021;Nuclear;SE;B14;12/04/2023 11:27;100;3331.705;
Monthly Domestic Values;7;2021;Nuclear;SE;B14;12/04/2023 11:27;100;3463.635;
Monthly Domestic Values;8;2021;Nuclear;SE;B14;12/04/2023 11:27;100;3197.615;
Monthly Domestic Values;9;2021;Nuclear;SE;B14;12/04/2023 11:27;100;3723.041;
Monthly Domestic Values;10;2021;Nuclear;SE;B14;12/04/2023 11:27;100;4383.273;
Monthly Domestic Values;11;2021;Nuclear;SE;B14;12/04/2023 11:27;100;4984.651;
Monthly Domestic Values;12;2021;Nuclear;SE;B14;12/04/2023 11:27;100;5045.062;
Monthly Domestic Values;1;2021;Other;SE;B20;12/04/2023 11:27;100;1110.743;
Monthly Domestic Values;2;2021;Other;SE;B20;12/04/2023 11:27;100;971.558;
Monthly Domestic Values;3;2021;Other;SE;B20;12/04/2023 11:27;100;910.024;
Monthly Domestic Values;4;2021;Other;SE;B20;12/04/2023 11:27;100;779.864;
Monthly Domestic Values;5;2021;Other;SE;B20;12/04/2023 11:27;100;615.885;
Monthly Domestic Values;6;2021;Other;SE;B20;12/04/2023 11:27;100;417.097;
Monthly Domestic Values;7;2021;Other;SE;B20;12/04/2023 11:27;100;383.107;
Monthly Domestic Values;8;2021;Other;SE;B20;12/04/2023 11:27;100;379.101;
Monthly Domestic Values;9;2021;Other;SE;B20;12/04/2023 11:27;100;557.915;
Monthly Domestic Values;10;2021;Other;SE;B20;12/04/2023 11:27;100;632.786;
Monthly Domestic Values;11;2021;Other;SE;B20;12/04/2023 11:27;100;895.235;
Monthly Domestic Values;12;2021;Other;SE;B20;12/04/2023 11:27;100;1296.67759;
Monthly Domestic Values;1;2021;Wind Onshore;SE;B19;12/04/2023 11:27;100;1690.875;
Monthly Domestic Values;2;2021;Wind Onshore;SE;B19;12/04/2023 11:27;100;2260.15;
Monthly Domestic Values;3;2021;Wind Onshore;SE;B19;12/04/2023 11:27;100;2943.741;
Monthly Domestic Values;4;2021;Wind Onshore;SE;B19;12/04/2023 11:27;100;2651.752;
Monthly Domestic Values;5;2021;Wind Onshore;SE;B19;12/04/2023 11:27;100;1487.199;
Monthly Domestic Values;6;2021;Wind Onshore;SE;B19;12/04/2023 11:27;100;1352.848;
Monthly Domestic Values;7;2021;Wind Onshore;SE;B19;12/04/2023 11:27;100;1526.078;
Monthly Domestic Values;8;2021;Wind Onshore;SE;B19;12/04/2023 11:27;100;1841.697;
Monthly Domestic Values;9;2021;Wind Onshore;SE;B19;12/04/2023 11:27;100;2116.626;
Monthly Domestic Values;10;2021;Wind Onshore;SE;B19;12/04/2023 11:27;100;3195.714;
Monthly Domestic Values;11;2021;Wind Onshore;SE;B19;12/04/2023 11:27;100;2746.847;
Monthly Domestic Values;12;2021;Wind Onshore;SE;B19;12/04/2023 11:27;100;2858.30133;
Monthly Domestic Values;1;2021;Biomass;SI;B01;12/04/2023 11:27;100;9.09263;
Monthly Domestic Values;2;2021;Biomass;SI;B01;12/04/2023 11:27;100;8.33244;
Monthly Domestic Values;3;2021;Biomass;SI;B01;12/04/2023 11:27;100;8.81754;
Monthly Domestic Values;4;2021;Biomass;SI;B01;12/04/2023 11:27;100;8.48378;
Monthly Domestic Values;5;2021;Biomass;SI;B01;12/04/2023 11:27;100;9.13188;
Monthly Domestic Values;6;2021;Biomass;SI;B01;12/04/2023 11:27;100;4.62201;
Monthly Domestic Values;7;2021;Biomass;SI;B01;12/04/2023 11:27;100;4.55639;
Monthly Domestic Values;8;2021;Biomass;SI;B01;12/04/2023 11:27;100;3.90734;
Monthly Domestic Values;9;2021;Biomass;SI;B01;12/04/2023 11:27;100;4.24803;
Monthly Domestic Values;10;2021;Biomass;SI;B01;12/04/2023 11:27;100;4.14656;
Monthly Domestic Values;11;2021;Biomass;SI;B01;12/04/2023 11:27;100;3.65376;
Monthly Domestic Values;12;2021;Biomass;SI;B01;12/04/2023 11:27;100;5.23481;
Monthly Domestic Values;1;2021;Fossil Brown coal/Lignite;SI;B02;12/04/2023 11:27;100;377.34928;
Monthly Domestic Values;2;2021;Fossil Brown coal/Lignite;SI;B02;12/04/2023 11:27;100;306.4312;
Monthly Domestic Values;3;2021;Fossil Brown coal/Lignite;SI;B02;12/04/2023 11:27;100;372.83619;
Monthly Domestic Values;4;2021;Fossil Brown coal/Lignite;SI;B02;12/04/2023 11:27;100;314.39048;
Monthly Domestic Values;5;2021;Fossil Brown coal/Lignite;SI;B02;12/04/2023 11:27;100;174.97679;
Monthly Domestic Values;6;2021;Fossil Brown coal/Lignite;SI;B02;12/04/2023 11:27;100;121.51903;
Monthly Domestic Values;7;2021;Fossil Brown coal/Lignite;SI;B02;12/04/2023 11:27;100;151.59645;
Monthly Domestic Values;8;2021;Fossil Brown coal/Lignite;SI;B02;12/04/2023 11:27;100;360.88865;
Monthly Domestic Values;9;2021;Fossil Brown coal/Lignite;SI;B02;12/04/2023 11:27;100;272.71123;
Monthly Domestic Values;10;2021;Fossil Brown coal/Lignite;SI;B02;12/04/2023 11:27;100;311.74423;
Monthly Domestic Values;11;2021;Fossil Brown coal/Lignite;SI;B02;12/04/2023 11:27;100;353.88898;
Monthly Domestic Values;12;2021;Fossil Brown coal/Lignite;SI;B02;12/04/2023 11:27;100;340.67414;
Monthly Domestic Values;1;2021;Fossil Gas;SI;B04;12/04/2023 11:27;100;57.15698;
Monthly Domestic Values;2;2021;Fossil Gas;SI;B04;12/04/2023 11:27;100;49.96207;
Monthly Domestic Values;3;2021;Fossil Gas;SI;B04;12/04/2023 11:27;100;55.49693;
Monthly Domestic Values;4;2021;Fossil Gas;SI;B04;12/04/2023 11:27;100;38.88377;
Monthly Domestic Values;5;2021;Fossil Gas;SI;B04;12/04/2023 11:27;100;24.97672;
Monthly Domestic Values;6;2021;Fossil Gas;SI;B04;12/04/2023 11:27;100;19.83938;
Monthly Domestic Values;7;2021;Fossil Gas;SI;B04;12/04/2023 11:27;100;20.60105;
Monthly Domestic Values;8;2021;Fossil Gas;SI;B04;12/04/2023 11:27;100;22.21764;
