country,date,Electricity import (GWh),Electricity export (GWh),Electricity available (GWh),Electricity generated from natural gas GWh,Total electricity generated GWh,Fraction of electricity generated by gas,Gas consumed Mm3,Gas produced Mm3,Gas exported Mm3,Gas imported Mm3,Gas from other sources Mm3,Total Gas Stocks (TJ/GCV),"Gas price for households, no tax €/kWh","Gas price for industries, no tax €/kWh","Electricity price for households, no tax €/kWh","Electricity price for industries, no tax €/kWh",Population,Average Temperature (°C)
PT,2016-06 ,620.000,3990.000,219.000,,,,414.000,0.000,0.000,444.000,,11840.0,0.0698,0.0274,0.1239,0.0855,10341330,18.876944444444444
PT,2016-07 ,618.000,4396.000,505.000,,,,482.000,0.000,0.000,427.000,,9970.0,0.0623,0.0233,0.1211,0.0861,10341330,22.29279435483871
PT,2016-08 ,633.000,4174.000,396.000,,,,448.000,0.000,85.000,575.000,,11128.0,0.0623,0.0233,0.1211,0.0861,10341330,22.556399193548387
PT,2016-09 ,590.000,4130.000,397.000,,,,519.000,0.000,81.000,601.000,,10853.0,0.0623,0.0233,0.1211,0.0861,10341330,20.36104583333333
PT,2016-10 ,515.000,4066.000,545.000,,,,519.000,0.000,0.000,490.000,,9290.0,0.0623,0.0233,0.1211,0.0861,10341330,17.10472177419355
PT,2016-11 ,770.000,4206.000,485.000,,,,502.000,0.000,81.000,631.000,,10797.0,0.0623,0.0233,0.1211,0.0861,10341330,12.63408611111111
PT,2016-12 ,774.000,4499.000,557.000,,,,509.000,0.000,1.000,600.000,,13392.0,0.0623,0.0233,0.1211,0.0861,10341330,11.013845430107526
PT,2017-01 ,840.156,4514.483,590.875,1437.726,5420.039999999999,0.26526114198419204,511.000,0.000,36.000,416.000,,7307.0,0.0566,0.0235,0.1106,0.0767,10309573,9.095307795698924
PT,2017-02 ,917.075,3861.736,276.715,1135.506,5034.429999999999,0.22554807594901513,488.000,0.000,4.000,638.000,,13885.0,0.0566,0.0235,0.1106,0.0767,10309573,11.09924851190476
PT,2017-03 ,683.632,4075.055,376.554,1246.695,5049.656,0.2468871146866242,497.000,0.000,0.000,422.000,,10841.0,0.0566,0.0235,0.1106,0.0767,10309573,12.174807795698923
PT,2017-04 ,576.205,3594.788,466.551,1120.268,4379.414,0.25580317366661387,465.000,0.000,0.000,471.000,,11793.0,0.0566,0.0235,0.1106,0.0767,10309573,15.230825
PT,2017-05 ,614.421,3831.841,441.252,1425.646,4604.848,0.3095967554195057,493.000,0.000,0.000,436.000,,8643.0,0.0566,0.0235,0.1106,0.0767,10309573,17.61513306451613
PT,2017-06 ,632.376,3899.895,387.690,1662.126,4704.122,0.3533339483967465,546.000,0.000,0.000,630.000,,12163.0,0.0566,0.0235,0.1106,0.0767,10309573,20.72049722222222
PT,2017-07 ,813.000,4072.642,344.000,1990.304,5075.642,0.39212852285484284,599.000,0.000,0.000,553.000,,8634.0,0.0585,0.0224,0.108,0.0776,10309573,21.25686693548387
PT,2017-08 ,900.213,3889.866,151.624,2066.968,5155.4800000000005,0.4009263928867922,600.000,0.000,0.000,696.000,,12443.0,0.0585,0.0224,0.108,0.0776,10309573,21.433919354838707
PT,2017-09 ,604.753,3832.098,352.476,1630.112,4600.6359999999995,0.3543231848813947,541.000,0.000,0.000,687.000,,17023.0,0.0585,0.0224,0.108,0.0776,10309573,18.83575
PT,2017-10 ,373.000,3891.000,721.000,1311.000,4113.0,0.3187454412837345,494.000,0.000,0.000,437.000,,15189.0,0.0585,0.0224,0.108,0.0776,10309573,18.96097983870968
PT,2017-11 ,654.000,3916.000,592.000,1544.000,4608.0,0.3350694444444444,496.000,0.000,0.000,496.000,,13529.0,0.0585,0.0224,0.108,0.0776,10309573,13.203344444444443
PT,2017-12 ,581.000,4318.000,806.000,1180.000,4853.0,0.24314856789614672,476.000,0.000,0.000,523.000,,14337.0,0.0585,0.0224,0.108,0.0776,10309573,10.493275537634409
PT,2018-01 ,686.000,4493.000,659.000,1515.000,5181.0,0.2924145917776491,567.000,0.000,0.000,566.000,,14851.0,0.0567,0.0234,0.1007,0.0735,10291027,10.131313172043011
PT,2018-02 ,621.000,4056.000,661.000,1134.000,4638.0,0.2445019404915912,468.000,0.000,0.000,352.000,,10109.0,0.0567,0.0234,0.1007,0.0735,10291027,9.23291369047619
PT,2018-03 ,1187.000,4421.000,311.000,600.000,6013.0,0.09978380176284717,388.000,0.000,0.000,481.000,,12869.0,0.0567,0.0234,0.1007,0.0735,10291027,10.800720430107528
PT,2018-04 ,687.000,3920.000,452.000,577.000,4736.0,0.12183277027027027,352.000,0.000,3.000,325.000,,10578.0,0.0567,0.0234,0.1007,0.0735,10291027,12.993643055555555
PT,2018-05 ,458.000,3827.000,529.000,958.000,4255.0,0.22514688601645125,449.000,0.000,0.000,503.000,,12631.0,0.0567,0.0234,0.1007,0.0735,10291027,15.430002688172044
PT,2018-06 ,740.000,3805.000,245.000,1410.000,4765.0,0.29590766002098634,511.000,0.000,0.000,534.000,,13531.0,0.0567,0.0234,0.1007,0.0735,10291027,18.240394444444444
PT,2018-07 ,830.000,4015.000,232.000,1724.000,5058.0,0.34084618426255436,555.000,0.000,2.000,599.000,,14354.0,0.0586,0.0267,0.1028,0.0765,10291027,20.132040322580643
PT,2018-08 ,658.000,3967.000,334.000,1623.000,4770.0,0.340251572327044,535.000,0.000,0.000,446.000,,11070.0,0.0586,0.0267,0.1028,0.0765,10291027,22.867586021505375
PT,2018-09 ,593.000,3992.000,484.000,1606.000,4564.0,0.35188431200701137,541.000,0.000,0.000,547.000,,10953.0,0.0586,0.0267,0.1028,0.0765,10291027,21.93610138888889
PT,2018-10 ,463.000,3925.000,615.000,1206.000,4349.0,0.2773051276155438,470.000,0.000,3.000,568.000,,14825.0,0.0586,0.0267,0.1028,0.0765,10291027,17.01824193548387
PT,2018-11 ,752.000,4082.000,513.000,1193.000,4889.0,0.24401718142769482,466.000,0.000,1.000,531.000,,16230.0,0.0586,0.0267,0.1028,0.0765,10291027,12.758304166666663
PT,2018-12 ,651.000,4239.000,633.000,885.000,4867.0,0.1818368604890076,446.000,0.000,0.000,456.000,,16859.0,0.0586,0.0267,0.1028,0.0765,10291027,11.412635752688171
PT,2019-01 ,514.000,4577.000,674.000,1150.000,5057.0,0.227407553885703,498.000,0.000,34.000,560.000,,17900.0,0.0568,0.0274,0.1181,0.0768,10276617,9.407002688172044
PT,2019-02 ,144.000,3893.000,845.000,822.000,3727.0,0.22055272337000267,441.000,0.000,43.000,445.000,,17735.0,0.0568,0.0274,0.1181,0.0768,10276617,11.027869047619047
PT,2019-03 ,171.000,3996.000,961.000,650.000,3764.0,0.17268862911795962,381.000,0.000,33.000,360.000,,14753.0,0.0568,0.0274,0.1181,0.0768,10276617,12.695361559139783
PT,2019-04 ,344.000,3815.000,654.000,983.000,4092.0,0.24022482893450636,448.000,0.000,2.000,472.000,,15270.0,0.0568,0.0274,0.1181,0.0768,10276617,13.243302777777778
PT,2019-05 ,332.000,3922.928,740.000,1362.666,4057.928,0.33580339523027514,513.000,0.000,4.000,588.000,,17798.0,0.0568,0.0274,0.1181,0.0768,10276617,17.228727150537637
PT,2019-06 ,204.000,3731.036,524.000,1659.530,3901.036,0.4254075071340023,555.000,0.000,12.000,465.000,,13749.0,0.0568,0.0274,0.1181,0.0768,10276617,17.656883333333333
PT,2019-07 ,332.842,4077.032,493.794,1876.466,4421.428,0.4244027042846791,587.000,0.000,0.000,656.000,,16418.0,0.0584,0.0262,0.1204,0.0800,10276617,20.971905913978496
PT,2019-08 ,177.442,3860.720,764.322,1702.831,3789.27,0.44938233485605406,543.000,0.000,0.000,630.000,,20450.0,0.0584,0.0262,0.1204,0.0800,10276617,20.961129032258064
PT,2019-09 ,244.486,3899.513,856.796,1618.121,3871.8320000000003,0.4179212837747092,529.000,0.000,0.000,526.000,,20258.0,0.0584,0.0262,0.1204,0.0800,10276617,20.246051388888887
PT,2019-10 ,314.504,4006.314,709.177,1690.178,4186.866,0.40368571623739574,542.000,0.000,0.000,512.000,,17685.0,0.0584,0.0262,0.1204,0.0800,10276617,16.72134677419355
PT,2019-11 ,716.801,4266.283,516.229,1485.729,5187.589,0.2864006766920047,529.000,0.000,8.000,547.000,,18305.0,0.0584,0.0262,0.1204,0.0800,10276617,13.276965277777778
PT,2019-12 ,1203.852,4255.157,360.300,1104.280,5784.008,0.19091951463414297,461.000,0.000,16.000,443.000,,16690.0,0.0584,0.0262,0.1204,0.0800,10276617,11.521383064516128
PT,2020-01 ,963.375,4598.040,467.050,1645.031,5825.360999999999,0.2823912543789132,581.962,,33.556,560.517,,14153.365,0.0564,0.0231,0.1139,0.0727,10295909,
PT,2020-02 ,488.303,3923.786,634.845,1245.830,4363.124,0.285536235046265,519.791,,20.288,617.669,,18969.216,0.0564,0.0231,0.1139,0.0727,10295909,
PT,2020-03 ,470.172,3967.544,698.325,1060.290,4392.073,0.24140992192069666,447.835,,5.316,463.600,,18576.981,0.0564,0.0231,0.1139,0.0727,10295909,
PT,2020-04 ,294.205,3378.312,805.921,559.312,3456.6310000000003,0.16180841981686792,362.218,,52.867,461.317,,21566.186,0.0564,0.0231,0.1139,0.0727,10295909,
PT,2020-05 ,278.965,3383.122,877.702,907.694,3322.7079999999996,0.27317898533364954,385.449,,11.379,371.806,,22325.601,0.0564,0.0231,0.1139,0.0727,10295909,
PT,2020-06 ,241.430,3444.081,742.818,1321.840,3478.7039999999997,0.37998059047277377,447.829,,,379.260,,19222.14,0.0564,0.0231,0.1139,0.0727,10295909,
PT,2020-07 ,174.614,4059.083,922.430,1946.918,3911.724,0.49771354011683844,578.712,,,502.361,,15127.163,0.0561,0.0197,0.1138,0.0714,10295909,
PT,2020-08 ,429.231,3795.430,622.822,1820.100,4229.975,0.43028623100609337,545.850,,3.090,588.780,,15728.426,0.0561,0.0197,0.1138,0.0714,10295909,
PT,2020-09 ,584.745,3860.577,423.865,1932.396,4602.677,0.4198417573077581,595.745,,2.507,597.874,,15613.737,0.0561,0.0197,0.1138,0.0714,10295909,
PT,2020-10 ,661.240,3898.395,450.852,1612.017,4725.963000000001,0.3410981000062844,548.997,,,594.574,,17673.895,0.0561,0.0197,0.1138,0.0714,10295909,
PT,2020-11 ,949.524,3918.631,247.663,1452.190,5180.505999999999,0.2803181774135577,528.362,,3.867,433.271,,13866.085,0.0561,0.0197,0.1138,0.0714,10295909,
PT,2020-12 ,560.964,4349.304,658.471,1019.748,4965.526,0.20536555442464707,443.818,,27.051,489.901,,14950.854,0.0561,0.0197,0.1138,0.0714,10295909,
PT,2021-01 ,532.594,4737.152,815.910,1204.294,5236.344999999999,0.2299875199208609,527.035,0.000,24.323,562.322,0.000,15007.29,0.0544,0.0197,0.1131,0.0699,10298252,
PT,2021-02 ,1115.586,3815.620,258.218,528.557,5309.485,0.0995495796673312,386.643,0.000,4.312,361.639,0.000,14857.722,0.0544,0.0197,0.1131,0.0699,10298252,
PT,2021-03 ,588.299,3869.919,578.738,841.346,4494.867,0.18717928695109332,435.485,0.000,43.730,465.927,0.000,12250.221,0.0544,0.0197,0.1131,0.0699,10298252,
PT,2021-04 ,490.896,3585.381,674.632,1365.237,3938.787,0.3466135640236449,521.285,0.000,9.557,473.588,0.000,9382.745,0.0544,0.0197,0.1131,0.0699,10298252,
PT,2021-05 ,217.291,3703.474,1048.747,915.802,3536.39,0.25896521594054955,439.409,0.000,3.423,534.161,0.000,16385.445,0.0544,0.0197,0.1131,0.0699,10298252,
PT,2021-06 ,329.531,3217.247,653.333,1073.939,3376.947,0.31802068554821855,534.458,0.000,0.000,544.325,0.000,17065.28,0.0544,0.0197,0.1131,0.0699,10298252,
PT,2021-07 ,223.094,3978.093,782.668,1312.374,3953.36,0.33196420260234333,479.506,0.000,3.944,391.046,0.000,14880.882,0.0561,0.0326,0.1164,0.0918,10298252,
PT,2021-08 ,125.607,3832.183,1149.898,1177.033,3338.4049999999997,0.35257345948139907,449.359,0.000,39.647,528.875,0.000,16619.16,0.0561,0.0326,0.1164,0.0918,10298252,
PT,2021-09 ,188.417,3851.158,879.020,1527.230,3675.639,0.41550054289879934,523.579,0.000,46.928,407.364,0.000,10131.436,0.0561,0.0326,0.1164,0.0918,10298252,
PT,2021-10 ,201.088,3906.124,1084.017,1340.872,3663.688,0.36598968034395946,504.971,0.000,6.401,671.880,0.000,17781.693,0.0561,0.0326,0.1164,0.0918,10298252,
PT,2021-11 ,336.013,4114.002,804.085,1422.751,4238.692,0.33565802846727244,510.773,0.000,7.556,505.292,0.000,16729.117,0.0561,0.0326,0.1164,0.0918,10298252,
PT,2021-12 ,443.036,4304.362,814.792,1155.617,4599.442000000001,0.2512515648637378,449.873,0.000,5.271,428.427,0.000,15058.165,0.0561,0.0326,0.1164,0.0918,10298252,
PT,2022-01 ,253.802,4472.005,1025.438,1432.335,4372.340999999999,0.3275899569589838,518.778,0.000,3.262,597.812,0.000,17404.162,0.0602,0.0646,0.1688,0.1517,10352042,
PT,2022-02 ,61.786,4009.195,1436.366,1227.394,3313.3700000000003,0.3704367456698165,433.394,0.000,59.935,514.942,0.000,17593.615,0.0602,0.0646,0.1688,0.1517,10352042,
PT,2022-03 ,299.086,4313.740,898.427,1295.754,4366.599999999999,0.29674208766546056,468.950,0.000,43.191,490.127,0.000,16077.917,0.0602,0.0646,0.1688,0.1517,10352042,
PT,2022-04 ,243.641,3893.039,1007.565,1064.382,3825.2070000000003,0.27825474542946305,415.498,0.000,54.729,466.380,0.000,15953.619,0.0602,0.0646,0.1688,0.1517,10352042,
PT,2022-05 ,195.585,3903.683,1087.897,1334.975,3658.2319999999995,0.3649235477684302,453.593,0.000,77.974,618.302,0.000,19490.041,0.0602,0.0646,0.1688,0.1517,10352042,
PT,2022-06 ,105.000,3899.167,1078.000,1529.792,3572.167,0.4282532143653978,460.922,0.000,18.111,551.903,0.000,21287.956,0.0602,0.0646,0.1688,0.1517,10352042,
PT,2022-07 ,69.955,4288.952,1355.152,1639.059,3668.1809999999996,0.44683154947915604,501.005,0.000,11.010,418.151,0.000,17425.177,0.0966,0.0917,0.1972,0.1713,10352042,
PT,2022-08 ,87.950,3968.815,1120.804,1562.728,3527.0119999999997,0.44307419424714184,481.715,0.000,12.548,598.536,0.000,21733.024,0.0966,0.0917,0.1972,0.1713,10352042,
PT,2022-09 ,159.068,3880.303,1021.242,1423.329,3683.0750000000003,0.3864512669440616,457.850,0.000,6.643,418.266,0.000,19752.614,0.0966,0.0917,0.1972,0.1713,10352042,
PT,2022-10 ,228.059,3907.484,1148.168,1400.397,3734.876,0.3749514040091291,449.750,0.000,1.896,521.105,0.000,22572.714,0.0966,0.0917,0.1972,0.1713,10352042,
PT,2022-11 ,417.339,4074.882,730.440,1435.342,4414.342,0.32515423589744524,474.722,0.000,59.264,455.905,0.000,19414.268,0.0966,0.0917,0.1972,0.1713,10352042,
PT,2022-12 ,940.319,4254.623,403.752,947.387,5496.468999999999,0.1723628387606662,377.060,0.000,35.913,528.069,0.000,23915.022,0.0966,0.0917,0.1972,0.1713,10352042,
PT,2023-01 ,811.333,4684.205,623.780,643.976,5680.78,0.11336048922859185,356.663,0.000,97.565,312.462,0.000,18298.882,0.1060,0.0653,0.2983,0.1442,10467366,
PT,2023-02 ,569.691,4121.969,693.840,1327.655,4658.037,0.2850245715094148,440.176,0.000,32.692,466.325,0.000,17976.869,0.1060,0.0653,0.2983,0.1442,nan,
PT,2023-03 ,136.596,4323.835,1422.069,692.591,3794.562,0.18252198804499703,363.688,0.000,42.125,405.774,0.000,17933.122,0.1060,0.0653,0.2983,0.1442,nan,
PT,2023-04 ,56.191,3728.072,1461.603,557.933,3057.845,0.18245954258636393,310.580,0.000,114.262,456.619,0.000,19144.012,0.1060,0.0653,0.2983,0.1442,nan,
PT,2023-05 ,65.520,3943.950,1463.200,686.583,3312.95,0.20724218596718935,342.016,0.000,161.067,455.600,0.000,18316.75,0.1060,0.0653,0.2983,0.1442,nan,
PT,2023-06 ,130.468,3962.196,1227.076,1072.325,3492.4390000000003,0.30704186959314106,399.213,0.000,106.711,463.526,0.000,16517.119,0.1060,0.0653,0.2983,0.1442,nan,
PT,2023-07 ,58.784,4036.582,1251.965,1041.322,3568.3650000000002,0.29182048361084134,425.564,0.000,80.859,443.415,0.000,13977.071,0.0995,0.0500,0.2012,0.1156,nan,
PT,2023-08 ,76.835,4093.528,1312.480,957.195,3600.206,0.2658722861969565,375.507,0.000,52.232,613.740,0.000,21367.489,,,,,nan,
PT,2023-09 ,113.566,3920.866,1411.667,1053.956,3356.8269999999998,0.31397388069149823,405.990,0.000,48.543,304.912,0.000,15360.93,,,,,nan,
PT,2023-10 ,355.307,4103.369,1043.157,756.806,4174.616,0.18128757231802878,329.055,0.000,46.150,535.978,0.000,21824.438,,,,,nan,
PT,2023-11 ,699.710,4185.969,619.015,608.430,4968.764999999999,0.1224509510914684,329.851,0.000,62.464,301.883,0.000,18247.146,,,,,nan,
PT,2023-12 ,348.790,4539.157,1124.188,545.462,4585.063999999999,0.11896496973651842,334.906,0.000,60.385,430.308,0.000,19600.746,,,,,nan,
PT,2024-01 ,640.185,4718.053,886.930,735.849,5277.0470000000005,0.13944332881628682,381.678,0.000,51.752,372.340,0.000,17069.578,,,,,nan,
PT,2024-02 ,,,,,,,323.438,0.000,91.676,448.327,0.000,17472.778,,,,,nan,
RO,2007-01 ,,,,,,,,,,,,,,,,,nan,
RO,2007-02 ,,,,,,,,,,,,,,,,,nan,
RO,2007-03 ,,,,,,,,,,,,,,,,,nan,
RO,2007-04 ,,,,,,,,,,,,,,,,,nan,
RO,2007-05 ,,,,,,,,,,,,,,,,,nan,
RO,2007-06 ,,,,,,,,,,,,,,,,,nan,
RO,2007-07 ,,,,,,,,,,,,,0.0227,0.0225,0.0954,0.079,nan,
RO,2007-08 ,,,,,,,,,,,,,0.0227,0.0225,0.0954,0.079,nan,
RO,2007-09 ,,,,,,,,,,,,,0.0227,0.0225,0.0954,0.079,nan,
RO,2007-10 ,,,,,,,,,,,,,0.0227,0.0225,0.0954,0.079,nan,
RO,2007-11 ,,,,,,,,,,,,,0.0227,0.0225,0.0954,0.079,nan,
RO,2007-12 ,,,,,,,,,,,,,0.0227,0.0225,0.0954,0.079,nan,
RO,2008-01 ,578.000,5087.000,90.000,,,,,,,,,4634.0,0.0214,0.0209,0.0885,0.0783,nan,-2.5891424731182795
RO,2008-02 ,620.000,4693.000,65.000,,,,,,,,,5413.0,0.0214,0.0209,0.0885,0.0783,nan,1.3005718390804597
RO,2008-03 ,526.000,4722.000,60.000,,,,,,,,,6760.0,0.0214,0.0209,0.0885,0.0783,nan,5.904241935483872
RO,2008-04 ,411.000,4336.000,45.000,,,,,,,,,9040.0,0.0214,0.0209,0.0885,0.0783,nan,10.863859722222225
RO,2008-05 ,339.000,4281.000,58.000,,,,,,,,,16192.0,0.0214,0.0209,0.0885,0.0783,nan,15.553001344086022
RO,2008-06 ,324.000,4226.000,78.000,,,,,,,,,22620.0,0.0214,0.0209,0.0885,0.0783,nan,20.6299125
RO,2008-07 ,452.000,4452.000,92.000,,,,,,,,,29725.0,0.0221,0.0229,0.092,0.0799,nan,21.97635215053764
RO,2008-08 ,389.000,4380.000,93.000,,,,,,,,,38585.0,0.0221,0.0229,0.092,0.0799,nan,23.47539247311828
RO,2008-09 ,288.000,4287.000,85.000,,,,,,,,,45444.0,0.0221,0.0229,0.092,0.0799,nan,15.6444375
RO,2008-10 ,367.000,4544.000,63.000,,,,,,,,,52187.0,0.0221,0.0229,0.092,0.0799,nan,11.85250940860215
RO,2008-11 ,386.000,4553.000,69.000,,,,,,,,,55512.0,0.0221,0.0229,0.092,0.0799,nan,5.110234722222223
RO,2008-12 ,489.000,4648.000,124.000,,,,,,,,,61157.0,0.0221,0.0229,0.092,0.0799,nan,1.0756626344086022
RO,2009-01 ,487.000,4697.000,144.000,,,,,,,,,57153.0,0.0174,0.016,0.0814,0.0734,20440290,-1.9712352150537635
RO,2009-02 ,429.000,4249.000,87.000,,,,,,,,,54924.0,0.0174,0.016,0.0814,0.0734,20440290,-0.3082678571428571
RO,2009-03 ,436.000,4388.000,88.000,,,,,,,,,54539.0,0.0174,0.016,0.0814,0.0734,20440290,3.658008064516129
RO,2009-04 ,262.000,3750.000,27.000,,,,,,,,,62683.0,0.0174,0.016,0.0814,0.0734,20440290,11.183144444444444
RO,2009-05 ,195.000,3841.000,35.000,,,,,,,,,77635.0,0.0174,0.016,0.0814,0.0734,20440290,16.52281182795699
RO,2009-06 ,154.000,3744.000,38.000,,,,,,,,,91526.0,0.0174,0.016,0.0814,0.0734,20440290,20.62817083333333
RO,2009-07 ,172.000,4039.000,21.000,,,,,,,,,98604.0,0.0146,0.0131,0.0815,0.0714,20440290,22.99765725806452
RO,2009-08 ,168.000,3925.000,18.000,,,,,,,,,102865.0,0.0146,0.0131,0.0815,0.0714,20440290,22.327939516129035
RO,2009-09 ,160.000,3834.000,48.000,,,,,,,,,105450.0,0.0146,0.0131,0.0815,0.0714,20440290,18.036483333333333
RO,2009-10 ,161.000,4208.000,58.000,,,,,,,,,104616.0,0.0146,0.0131,0.0815,0.0714,20440290,11.055418010752687
RO,2009-11 ,174.000,4359.000,55.000,,,,,,,,,99221.0,0.0146,0.0131,0.0815,0.0714,20440290,6.381163888888889
RO,2009-12 ,151.000,4668.000,32.000,,,,,,,,,85405.0,0.0146,0.0131,0.0815,0.0714,20440290,-0.4566048387096774
RO,2010-01 ,135.000,4802.000,90.000,,,,,,,,,73780.0,0.015,0.0147,0.0856,0.0716,20294683,-4.291180107526881
RO,2010-02 ,94.000,4496.000,107.000,,,,,,,,,65268.0,0.015,0.0147,0.0856,0.0716,20294683,-1.2006354166666666
RO,2010-03 ,73.000,4606.000,89.000,,,,,,,,,59532.0,0.015,0.0147,0.0856,0.0716,20294683,3.3558575268817203
RO,2010-04 ,84.000,4032.000,57.000,,,,,,,,,59532.0,0.015,0.0147,0.0856,0.0716,20294683,9.990372222222222
RO,2010-05 ,73.000,3967.000,76.000,,,,,,,,,66651.0,0.015,0.0147,0.0856,0.0716,20294683,15.706225806451616
RO,2010-06 ,160.000,3959.000,43.000,,,,,,,,,77498.0,0.015,0.0147,0.0856,0.0716,20294683,19.860451388888887
RO,2010-07 ,278.000,4203.000,36.000,,,,,,,,,87563.0,0.0145,0.0138,0.0839,0.0694,20294683,22.204556451612905
RO,2010-08 ,294.000,4243.000,23.000,,,,,,,,,96850.0,0.0145,0.0138,0.0839,0.0694,20294683,23.642040322580645
RO,2010-09 ,403.000,3935.000,28.000,,,,,,,,,102205.0,0.0145,0.0138,0.0839,0.0694,20294683,16.404743055555553
RO,2010-10 ,486.000,4471.000,40.000,,,,,,,,,100371.0,0.0145,0.0138,0.0839,0.0694,20294683,7.726576612903226
RO,2010-11 ,459.000,4345.000,108.000,,,,,,,,,93052.0,0.0145,0.0138,0.0839,0.0694,20294683,8.855295833333333
RO,2010-12 ,499.000,4864.000,70.000,,,,,,,,,80750.0,0.0145,0.0138,0.0839,0.0694,20294683,-1.2508400537634408
RO,2011-01 ,479.000,4972.000,54.000,,,,,,,,,73715.0,0.0149,0.0157,0.0848,0.0703,20199059,-2.5865618279569893
RO,2011-02 ,354.000,4555.000,41.000,,,,,,,,,66482.0,0.0149,0.0157,0.0848,0.0703,20199059,-2.824958333333333
RO,2011-03 ,358.000,4729.000,42.000,,,,,,,,,65560.0,0.0149,0.0157,0.0848,0.0703,20199059,3.36664247311828
RO,2011-04 ,353.000,4225.000,38.000,,,,,,,,,67758.0,0.0149,0.0157,0.0848,0.0703,20199059,9.183808333333332
RO,2011-05 ,232.000,4204.000,48.000,,,,,,,,,76502.0,0.0149,0.0157,0.0848,0.0703,20199059,15.534745967741936
RO,2011-06 ,170.000,4009.000,42.000,,,,,,,,,83753.0,0.0149,0.0157,0.0848,0.0703,20199059,20.1901
RO,2011-07 ,54.000,4144.000,50.000,,,,,,,,,93020.0,0.0144,0.0178,0.0823,0.0703,20199059,22.42795564516129
RO,2011-08 ,70.000,4104.000,79.000,,,,,,,,,106116.0,0.0144,0.0178,0.0823,0.0703,20199059,22.13509005376344
RO,2011-09 ,145.000,4116.000,68.000,,,,,,,,,114326.0,0.0144,0.0178,0.0823,0.0703,20199059,19.860705555555555
RO,2011-10 ,84.000,4316.000,84.000,,,,,,,,,116948.0,0.0144,0.0178,0.0823,0.0703,20199059,9.383944892473115
RO,2011-11 ,74.000,4652.000,88.000,,,,,,,,,106224.0,0.0144,0.0178,0.0823,0.0703,20199059,2.1217875
RO,2011-12 ,84.000,4780.000,141.000,,,,,,,,,93832.0,0.0144,0.0178,0.0823,0.0703,20199059,1.219
RO,2012-01 ,64.000,4848.000,100.000,,,,,,,,,84886.0,0.0142,0.0215,0.0795,0.073,20095996,-3.513635752688172
RO,2012-02 ,92.000,4865.000,77.000,,,,,,,,,73781.0,0.0142,0.0215,0.0795,0.073,20095996,-7.520349137931034
RO,2012-03 ,64.000,4556.000,94.000,,,,,,,,,70735.0,0.0142,0.0215,0.0795,0.073,20095996,4.237485215053764
RO,2012-04 ,97.000,4154.000,62.000,,,,,,,,,71602.0,0.0142,0.0215,0.0795,0.073,20095996,11.804529166666669
RO,2012-05 ,71.000,4187.000,81.000,,,,,,,,,75671.0,0.0142,0.0215,0.0795,0.073,20095996,16.954201612903226
RO,2012-06 ,77.000,4041.000,64.000,,,,,,,,,83128.0,0.0142,0.0215,0.0795,0.073,20095996,22.27641388888889
RO,2012-07 ,109.000,4258.000,64.000,,,,,,,,,95309.0,0.0146,0.0193,0.0748,0.067,20095996,26.25053360215054
RO,2012-08 ,46.000,3951.000,62.000,,,,,,,,,106447.0,0.0146,0.0193,0.0748,0.067,20095996,23.81936559139785
RO,2012-09 ,15.000,3537.000,83.000,,,,,,,,,115383.0,0.0146,0.0193,0.0748,0.067,20095996,19.396194444444443
RO,2012-10 ,7.000,3938.000,90.000,,,,,,,,,120969.0,0.0146,0.0193,0.0748,0.067,20095996,12.845966397849462
RO,2012-11 ,13.000,4346.000,74.000,,,,,,,,,116766.0,0.0146,0.0193,0.0748,0.067,20095996,6.330722222222222
RO,2012-12 ,57.000,4703.000,78.000,,,,,,,,,106265.0,0.0146,0.0193,0.0748,0.067,20095996,-3.128251344086021
RO,2013-01 ,95.000,4339.000,83.000,,,,,,,,,93853.0,0.0152,0.0197,0.089,0.0761,20020074,-2.05985752688172
RO,2013-02 ,119.000,4074.000,50.000,,,,,,,,,82682.0,0.0152,0.0197,0.089,0.0761,20020074,0.715391369047619
RO,2013-03 ,122.000,4414.000,31.000,,,,,,,,,77206.0,0.0152,0.0197,0.089,0.0761,20020074,2.754611559139785
RO,2013-04 ,105.000,4154.000,58.000,,,,,,,,,81602.0,0.0152,0.0197,0.089,0.0761,20020074,11.272981944444444
RO,2013-05 ,39.000,3824.000,69.000,,,,,,,,,91302.0,0.0152,0.0197,0.089,0.0761,20020074,17.401889784946235
RO,2013-06 ,109.000,3816.000,51.000,,,,,,,,,102481.0,0.0152,0.0197,0.089,0.0761,20020074,20.29441805555556
RO,2013-07 ,142.000,3805.000,5.000,,,,,,,,,109968.0,0.0161,0.0185,0.0896,0.0706,20020074,21.926182795698924
RO,2013-08 ,76.000,3704.000,25.000,,,,,,,,,117492.0,0.0161,0.0185,0.0896,0.0706,20020074,22.97066801075269
RO,2013-09 ,243.000,3617.000,15.000,,,,,,,,,124220.0,0.0161,0.0185,0.0896,0.0706,20020074,15.17447361111111
RO,2013-10 ,402.000,4017.000,21.000,,,,,,,,,126064.0,0.0161,0.0185,0.0896,0.0706,20020074,11.139852150537632
RO,2013-11 ,508.000,4082.000,22.000,,,,,,,,,121291.0,0.0161,0.0185,0.0896,0.0706,20020074,7.148918055555556
